iern,school_id,school_name,region,division,district,leg_district,latitude,longitude,match_key,linear_distance_km,distance_outlier_percentile,nearby_school_count,isolation_forest_score,isolation_forest_outlier,coordinate_outlier_category,coordinate_outlier_method
2026-10737,300441,Calayan High School,REGION II,CAGAYAN,CALAYAN WEST,2ND DISTRICT,19.260388,121.4759421,regionii_cagayan,180.788618,98.27,6,7.644369,TRUE,isolation_forest_outlier,isolation_forest
2026-05769,306349,Tagumpay High School,MIMAROPA,PALAWAN,CORON COASTAL,1ST DISTRICT,7.4470641,125.8094312,mimaropa_palawan,828.42025,100,0,12.726795,TRUE,extreme_outlier,univariate_percentile+isolation_forest
2026-37384,122999,May-igot ES,REGION VIII,NORTHERN SAMAR,LAPINIG,2ND DISTRICT,12.2956007,125.3269756,regionviii_northernsamar,78.308325,100,5,4.221417,TRUE,extreme_outlier,univariate_percentile+isolation_forest
2026-38514,124182,L. Cabahug Elementary School,REGION VIII,ORMOC CITY,ORMOC VI,4TH DISTRICT,11.1440107,124.5310521,regionviii_ormoc,17.272638,100,5,3.950125,TRUE,extreme_outlier,univariate_percentile+isolation_forest
2026-33466,306277,City of Tagbilaran National High School,REGION VII,TAGBILARAN CITY,TAGBILARAN CITY,1ST DISTRICT,9.684242,123.898643,regionvii_tagbilaran,4.471795,100,8,5.609956,TRUE,extreme_outlier,univariate_percentile+isolation_forest
2026-15272,105937,Mandili I ES,REGION III,PAMPANGA,CANDABA NORTH,4TH DISTRICT,15.16909,120.912682,regioniii_pampanga,28.698143,98.77,9,4.467681,TRUE,isolation_forest_outlier,isolation_forest
2026-41240,304052,Senote National High School,REGION X,OROQUIETA CITY,NORTHWEST DISTRICT,1ST DISTRICT,12.863054,121.752203,regionx_oroquieta,535.568908,100,0,293.841518,TRUE,extreme_outlier,univariate_percentile+isolation_forest
2026-19177,109034,Libo Elementary School,REGION IV-A,QUEZON,PANUKULAN,1ST DISTRICT,15.022033,121.837807,iva_quezon,119.43666,93.95,4,7.924737,TRUE,isolation_forest_outlier,isolation_forest
2026-45561,210006,Bagong Silang Elementary School,REGION XII,GENERAL SANTOS CITY,SOUTH FATIMA,1ST DISTRICT,6.0883,124.94326,regionxii_generalsantos,27.304151,100,3,7.082206,TRUE,extreme_outlier,univariate_percentile+isolation_forest
2026-29872,137083,"Clemente P. Lingamen, Sr. Elementary School",NIR,NEGROS OCCIDENTAL,HINOBAAN,6TH DISTRICT,9.4632048,122.5718817,nir_negrosoccidental,155.149688,98.96,5,5.995406,TRUE,isolation_forest_outlier,isolation_forest
2026-29858,117147,Culipapa Elementary School,NIR,NEGROS OCCIDENTAL,HINOBAAN,6TH DISTRICT,9.4723,122.5605,nir_negrosoccidental,154.544628,98.78,5,5.991416,TRUE,isolation_forest_outlier,isolation_forest
2026-37939,123708,San Jorge Central Elementary School,REGION VIII,SAMAR (WESTERN SAMAR),SAN JORGE,1ST DISTRICT,13.319128,117.642148,regionviii_samarwesternsamar,804.593181,100,0,106.930277,TRUE,extreme_outlier,univariate_percentile+isolation_forest
2026-11519,501316,Taliktik Integrated School,REGION II,ISABELA,CORDON NORTH,4TH DISTRICT,-66.553673,112.588055,regionii_isabela,9338.784773,100,0,838.352401,TRUE,extreme_outlier,univariate_percentile+isolation_forest
2026-21576,125231,Bibilop ES,REGION IX,ZAMBOANGA DEL SUR,MIDSALIP,1ST DISTRICT,12.961889,122.652029,regionix_zamboangadelsur,575.004481,99.75,0,72.220654,TRUE,extreme_outlier,univariate_percentile+isolation_forest
2026-36156,122057,Salvacion Elementary School,REGION VIII,SOUTHERN LEYTE,SILAGO,LONE DISTRICT,10.5692664,125.1854968,regionviii_southernleyte,60.77029,99.13,4,3.926205,FALSE,extreme_outlier,univariate_percentile
2026-45419,131166,Baranayan Elementary School,REGION XII,SULTAN KUDARAT,PALIMBANG I,2ND DISTRICT,6.2035019,124.204022,regionxii_sultankudarat,75.397391,99.75,8,4.378603,FALSE,extreme_outlier,univariate_percentile
2026-18489,108725,Umiray ES,REGION IV-A,QUEZON,GEN. NAKAR,1ST DISTRICT,15.21107832,121.4152615,iva_quezon,141.177282,99.9,1,9.619624,TRUE,extreme_outlier,univariate_percentile+isolation_forest
2026-15019,106125,Navaling Elementary School ,REGION III,PAMPANGA,MAGALANG NORTH,1ST DISTRICT,15.274353,120.6580371,regioniii_pampanga,27.379617,97.89,9,4.27254,TRUE,isolation_forest_outlier,isolation_forest
2026-05927,301660,Alimanguan National High School,MIMAROPA,PALAWAN,SAN VICENTE,1ST DISTRICT,12.889808,121.760739,mimaropa_palawan,520.021152,99.64,0,6.525418,TRUE,extreme_outlier,univariate_percentile+isolation_forest
2026-20935,124736,Tangarak Elementary School,REGION IX,ZAMBOANGA DEL NORTE,SIBUCO,3RD DISTRICT,7.209582,122.071317,regionix_zamboangadelnorte,207.487272,97.78,3,7.022143,TRUE,isolation_forest_outlier,isolation_forest
2026-33916,312903,Kauswagan High School,NIR,NEGROS ORIENTAL,MANJUYOD,1ST DISTRICT,9.47,122.53,nir_negrosoriental,86.373469,98.25,0,5.920432,TRUE,isolation_forest_outlier,isolation_forest
2026-01285,135636,Am-am ES,CAR,BENGUET,MANKAYAN,LONE DISTRICT,16.90283,120.83969,car_benguet,58.538433,99.53,8,3.704783,TRUE,extreme_outlier,univariate_percentile+isolation_forest
2026-05405,110609,Aninuan Elementary School,MIMAROPA,ORIENTAL MINDORO,PUERTO GALERA,1ST DISTRICT,13.497474,120.898447,mimaropa_orientalmindoro,31.821683,35.88,8,5.281338,TRUE,isolation_forest_outlier,isolation_forest
2026-12820,103205,Villa Flor Elementary School,REGION II,CAUAYAN CITY,CAUAYAN EAST DISTRICT,3RD DISTRICT,16.7478889,121.9462592,regionii_cauayan,30.343667,100,0,8.253986,TRUE,extreme_outlier,univariate_percentile+isolation_forest
2026-26077,114179,Sta. Cruz ES,REGION V,SORSOGON,DONSOL WEST,1ST DISTRICT,12.987297,123.488368,regionv_sorsogon,58.470323,99.81,4,4.708238,TRUE,extreme_outlier,univariate_percentile+isolation_forest
2026-37388,303559,Lorenzo S. Menzon AIS,REGION VIII,NORTHERN SAMAR,LAPINIG,2ND DISTRICT,12.3179385,125.2997746,regionviii_northernsamar,74.771411,98.82,13,3.826196,TRUE,isolation_forest_outlier,isolation_forest
2026-02011,319209,Buringal National High School,CAR,MT. PROVINCE,PARACELIS,LONE DISTRICT,17.2864,121.4948,car_mt,58.821707,98.87,1,9.794925,TRUE,isolation_forest_outlier,isolation_forest
2026-33853,120335,Tala-on Elementary School ,NIR,NEGROS ORIENTAL,LA LIBERTAD,1ST DISTRICT,10.1095995,123.1140054,nir_negrosoriental,90.90506,99.81,6,3.257218,TRUE,extreme_outlier,univariate_percentile+isolation_forest
2026-05615,110817,Rabor Elementary School,MIMAROPA,PALAWAN,BALABAC,2ND DISTRICT,7.886946,116.980429,mimaropa_palawan,243.530591,78.28,3,3.58892,TRUE,isolation_forest_outlier,isolation_forest
2026-31764,118721,Magsaysay ES,REGION VII,BOHOL,TALIBON I,2ND DISTRICT,12.850645,121.763789,regionvii_bohol,422.026693,100,0,34.594683,TRUE,extreme_outlier,univariate_percentile+isolation_forest
2026-08123,100471,Comillas South Elementary School,REGION I,ILOCOS SUR,CERVANTES-QUIRINO,2ND DISTRICT,16.92606,120.74001,regioni_ilocossur,81.321646,98.02,2,6.758486,TRUE,isolation_forest_outlier,isolation_forest
2026-01794,220530,Babbanoy Elementary School,CAR,KALINGA,UPPER TANUDAN,LONE DISTRICT,16.211194,120.819806,car_kalinga,149.099385,100,0,25.282326,TRUE,extreme_outlier,univariate_percentile+isolation_forest
2026-07214,136656,Dona Basilisa Yangco Elementary School,NCR,MANDALUYONG CITY,MANDALUYONG CITY DISTRICT I,LONE DISTRICT,14.5802475,121.0186455,ncr_mandaluyong,3.319771,100,23,5.154471,FALSE,extreme_outlier,univariate_percentile
2026-26562,500463,Sto. Nino Integrated School,REGION V,SORSOGON CITY,BACON WEST,1ST DISTRICT,13.111869,123.936724,regionv_sorsogon,17.227117,100,1,7.518372,TRUE,extreme_outlier,univariate_percentile+isolation_forest
2026-38716,123421,Cagutsan Elementary School,REGION VIII,CATBALOGAN CITY,CATBALOGAN V,2ND DISTRICT,11.8191078,124.6828338,regionviii_catbalogan,22.388539,100,6,9.188304,TRUE,extreme_outlier,univariate_percentile+isolation_forest
2026-19613,109638,San Lorenzo Ruiz Elementary School,REGION IV-A,CAVITE CITY,CAVITE CITY III DISTRICT,1ST DISTRICT,14.4589711,120.879558,iva_cavite,20.112335,6.67,14,6.86636,TRUE,isolation_forest_outlier,isolation_forest
2026-19455,109445,Bagumbong Elementary School,REGION IV-A,RIZAL,JALAJALA,2ND DISTRICT,14.3425971,121.377101,iva_rizal,35.657165,98.38,2,5.097965,TRUE,isolation_forest_outlier,isolation_forest
2026-14317,300835,Putlod-San Jose National High School,REGION III,NUEVA ECIJA,JAEN,4TH DISTRICT,12.87699,121.782961,regioniii_nuevaecija,330.556173,99.74,2,39.706516,TRUE,extreme_outlier,univariate_percentile+isolation_forest
2026-11750,103546,Dikadyuan Elementary School,REGION II,ISABELA,PALANAN,1ST DISTRICT,17.009622,122.42729,regionii_isabela,59.338928,84.39,5,7.337826,TRUE,isolation_forest_outlier,isolation_forest
2026-02284,136162,Bullaguian Elementary School,CAR,TABUK CITY,WESTERN TABUK DISTRICT II,LONE DISTRICT,17.41279,121.24839,car_tabuk,20.759468,98.06,7,5.378167,TRUE,isolation_forest_outlier,isolation_forest
2026-15758,500733,San Agustin Integrated School,REGION III,TARLAC,SAN MANUEL,1ST DISTRICT,15.838755,120.6060631,regioniii_tarlac,39.5798,99.8,13,4.217343,TRUE,extreme_outlier,univariate_percentile+isolation_forest
2026-00259,252534,Laminusa Laud Elementary School-2,REGION IX,SULU,LAMINUSA,2ND DISTRICT,14.7098065,120.944681,regionix_sulu,962.600753,99.78,0,116.218224,TRUE,extreme_outlier,univariate_percentile+isolation_forest
2026-36622,303508,Homonhon National High School,REGION VIII,EASTERN SAMAR,GUIUAN SOUTH,LONE DISTRICT,10.7368712,125.720053,regionviii_easternsamar,101.104421,99.35,4,4.997978,TRUE,extreme_outlier,univariate_percentile+isolation_forest
2026-30309,137173,Manara Elementary School,NIR,CADIZ CITY,CADIZ CITY I DISTRICT,2ND DISTRICT,10.739595,123.264904,nir_cadiz,24.713861,98.55,3,6.130276,TRUE,isolation_forest_outlier,isolation_forest
