region,province,company,sector,industry,longitude,latitude,coordinates
Region III,Bulacan,MEKENI FOOD CORPORATION,Transportation,Warehousing and Support Activities for Transportation,120.5439874,15.0302582,"15.0302582,120.5439874"
Region III,Bulacan,MEKENI FOOD CORPORATION,Transportation,Warehousing and Support Activities for Transportation,120.5439874,15.0302582,"15.0302582,120.5439874"
Region III,Pampanga,"CLEANWAY ENVIRONMENTAL MANAGEMENT SOLUTIONS, INC.",Utilities,"Water Collection, Treatment and Supply",120.5426484,15.3092639,"15.3092639,120.5426484"
Region III,Pampanga,SOLFRUITS INC.,Transportation,Warehousing and Support Activities for Transportation,120.5293887,15.1708844,"15.1708844,120.5293887"
Region III,Pampanga,SOLFRUITS INC.,Transportation,Warehousing and Support Activities for Transportation,120.5293887,15.1708844,"15.1708844,120.5293887"
Region III,Pampanga,DEPARTMENT OF TRADE AND INDUSTRY,Professional/Private Services,Activities of Head Offices; Management Consultancy Activities,120.5291926,14.6754857,"14.6754857,120.5291926"
Region III,Bulacan,"PASCAL RESOURCES ENERGY, INC.",Transportation,Warehousing and Support Activities for Transportation,120.5251793,14.8883277,"14.8883277,120.5251793"
Region III,Bulacan,GREEN CANYON LEISURE FARMS CORP.,Food Establishments,Accommodation,120.515556,15.2295332,"15.2295332,120.515556"
Region III,Pampanga,HERMAN SHIPPING AND TRANSPORT CORPORATION,Transportation,Water Transport,120.5048792,14.4929411,"14.4929411,120.5048792"
Region III,Pampanga,DONGGWANG CLARK CORPORATION,Food Establishments,Accommodation,120.5039138,15.1768484,"15.1768484,120.5039138"
Region III,Bulacan,ESGUERRA SHIPPING CORPORATION,Transportation,Water Transport,120.4818446,14.6416842,"14.6416842,120.4818446"
Region III,Bulacan,DEPARTMENT OF TRADE AND INDUSTRY,Professional/Private Services,Activities of Head Offices; Management Consultancy Activities,120.287775,14.841884,"14.841884,120.287775"
Region III,Tarlac,CHEFBUDDY FOODSERVICES INC.,Transportation,Warehousing and Support Activities for Transportation,120.270869,14.82389,"14.82389,120.270869"
Region III,Bulacan,CHEFBUDDY FOODSERVICES INC.,Transportation,Warehousing and Support Activities for Transportation,120.270869,14.82389,"14.82389,120.270869"
Region III,Pampanga,HACORPHIL CORPORATION,Transportation,Warehousing and Support Activities for Transportation,119.9697808,15.5081766,"15.5081766,119.9697808"
Region III,Tarlac,HACORPHIL CORPORATION,Transportation,Warehousing and Support Activities for Transportation,119.9697808,15.5081766,"15.5081766,119.9697808"
Region IV-A,Batangas,V & F ICE PLANT AND COLD STORAGE INC. - ANTIPOLO,Transportation,Warehousing and Support Activities for Transportation,NA,NA,"NA,NA"
Region IV-A,Rizal,BROODMOOR WAREHOUSING & LOGISTICS CORP.,Transportation,Warehousing and Support Activities for Transportation,NA,NA,"NA,NA"
Region IV-A,Batangas,"CINERGI TECH & DEVICES PHILS., INC.",Transportation,Warehousing and Support Activities for Transportation,NA,NA,"NA,NA"
Region IV-A,Laguna,EAV PHIL. MANUFACTURING & LOGISTICS INC.,Transportation,Warehousing and Support Activities for Transportation,NA,NA,"NA,NA"
Region IV-A,Rizal,P&P TECH MGT. LOGISTICS INC.,Transportation,Warehousing and Support Activities for Transportation,NA,NA,"NA,NA"
Region IV-A,Cavite,V & F ICE PLANT AND COLD STORAGE INC. - BATANGAS,Transportation,Warehousing and Support Activities for Transportation,NA,NA,"NA,NA"
Region IV-A,Batangas,V & F ICE PLANT AND COLD STORAGE INC. - ANTIPOLO,Transportation,Warehousing and Support Activities for Transportation,NA,NA,"NA,NA"
Region IV-A,Laguna,QUEZON PRODUCERS AND EXPORTERS ASSN.,Professional/Private Services,Activities of Head Offices; Management Consultancy Activities,122.1130909,14.0313906,"14.0313906,122.1130909"
Region IV-A,Cavite,ARCHIPELAGO PHILIPPINES FERRIES CORPORATION,Transportation,Water Transport,122.1130909,14.0313906,"14.0313906,122.1130909"
Region IV-A,Laguna,JOHNEIAH ANAHAW LEAVES DEALER,Retail,"Retail Trade, Except of Motor Vehicles and Motorcycles",122.1001019,13.9172658,"13.9172658,122.1001019"
Region IV-A,Batangas,VELFRAM FOODS CORPORATION,Transportation,Warehousing and Support Activities for Transportation,121.6618689,13.9660782,"13.9660782,121.6618689"
Region IV-A,Rizal,VELFRAM FOODS CORPORATION,Transportation,Warehousing and Support Activities for Transportation,121.6618689,13.9660782,"13.9660782,121.6618689"
Region IV-A,Batangas,LIQUIGAZ PHILIPPINES CORPORATION,Transportation,Warehousing and Support Activities for Transportation,121.5560998,13.8747852,"13.8747852,121.5560998"
Region IV-A,Laguna,AZORA HOLDINGS INCORPORATED,Transportation,Warehousing and Support Activities for Transportation,121.5559943,13.8756944,"13.8756944,121.5559943"
Region IV-A,Batangas,MD LAGUNA CORPORATION,Transportation,Warehousing and Support Activities for Transportation,121.4961581,14.2956294,"14.2956294,121.4961581"
Region IV-A,Laguna,NIPPON RENSUI CO. â€“ PHILIPPINE BRANCH,Professional/Private Services,Activities of Head Offices; Management Consultancy Activities,121.4691774,14.1406629,"14.1406629,121.4691774"
Region IV-A,Quezon,NIPPON RENSUI CO. â€“ PHILIPPINE BRANCH,Professional/Private Services,Activities of Head Offices; Management Consultancy Activities,121.4691774,14.1406629,"14.1406629,121.4691774"
Region IV-A,Batangas,FAMAGI LOGISTICS INC.,Transportation,Warehousing and Support Activities for Transportation,121.4691774,14.1406629,"14.1406629,121.4691774"
Region IV-A,Cavite,SAN MIGUEL FOODS INC. - GREAT FOOD SOLUTIONS INC.,Transportation,Warehousing and Support Activities for Transportation,121.4691774,14.1406629,"14.1406629,121.4691774"
Region IV-A,Rizal,"TECHNOFREEZE, INC.",Transportation,Warehousing and Support Activities for Transportation,121.4691774,14.1406629,"14.1406629,121.4691774"
Region IV-A,Cavite,SANTA FE MOVING AND RELOCATION SERVICES PHILS. INC.,Transportation,Warehousing and Support Activities for Transportation,121.4691774,14.1406629,"14.1406629,121.4691774"
Region IV-A,Cavite,ASPAC WORLDWIDE LOGISTICS INC.,Transportation,Warehousing and Support Activities for Transportation,121.4691774,14.1406629,"14.1406629,121.4691774"
Region IV-A,Laguna,"AGA PHILIPPINES, INC. (WAREHOUSING DIVISION)",Transportation,Warehousing and Support Activities for Transportation,121.4691774,14.1406629,"14.1406629,121.4691774"
Region IV-A,Batangas,"AIR LIQUIDE PIPELINE UTILITIES SERVICES (ALPLUS), INC. - WAREHOUSING DIVISION",Transportation,Warehousing and Support Activities for Transportation,121.4691774,14.1406629,"14.1406629,121.4691774"
Region IV-A,Laguna,"ASPAC WORLDWIDE LOGISTICS, INC.",Transportation,Warehousing and Support Activities for Transportation,121.4691774,14.1406629,"14.1406629,121.4691774"
Region IV-A,Laguna,COLD CENTRALE CHILLING INC.,Transportation,Warehousing and Support Activities for Transportation,121.4691774,14.1406629,"14.1406629,121.4691774"
Region IV-A,Cavite,"DELBROS INTERNATIONAL LOGISTICS, INC.",Transportation,Warehousing and Support Activities for Transportation,121.4691774,14.1406629,"14.1406629,121.4691774"
Region IV-A,Laguna,"GRM ECOZONES STORAGE, INC.",Transportation,Warehousing and Support Activities for Transportation,121.4691774,14.1406629,"14.1406629,121.4691774"
Region IV-A,Laguna,LAGUNA AUTO-PARTS MANUFACTURING CORPORATION.,Transportation,Warehousing and Support Activities for Transportation,121.4691774,14.1406629,"14.1406629,121.4691774"
Region IV-A,Batangas,MEDIA MERIT TRADING PHILS. CORPORATION,Transportation,Warehousing and Support Activities for Transportation,121.4691774,14.1406629,"14.1406629,121.4691774"
Region IV-A,Cavite,MORIMURA BROS. (PHILIPPINES) INC.,Transportation,Warehousing and Support Activities for Transportation,121.4691774,14.1406629,"14.1406629,121.4691774"
Region IV-A,Laguna,NEO-LOGIC LOGISTICS ENTERPRISE CORP.,Transportation,Warehousing and Support Activities for Transportation,121.4691774,14.1406629,"14.1406629,121.4691774"
Region IV-A,Cavite,"NISSHO PRECISION PHILIPPINES, INCORPORATED",Transportation,Warehousing and Support Activities for Transportation,121.4691774,14.1406629,"14.1406629,121.4691774"
Region IV-A,Cavite,NORTH YORK WAREHOUSING AND LOGISTICS CORP.,Transportation,Warehousing and Support Activities for Transportation,121.4691774,14.1406629,"14.1406629,121.4691774"
Region IV-A,Cavite,"OMNIBUS EZ ENTERPRISES CO., INC.",Transportation,Warehousing and Support Activities for Transportation,121.4691774,14.1406629,"14.1406629,121.4691774"
Region IV-A,Cavite,"PHILKO-CHEM LOGISTICS, INC.",Transportation,Warehousing and Support Activities for Transportation,121.4691774,14.1406629,"14.1406629,121.4691774"
Region IV-A,Laguna,"SAGAWA GLOBAL LOGISTIC PHILIPPINES, INC.",Transportation,Warehousing and Support Activities for Transportation,121.4691774,14.1406629,"14.1406629,121.4691774"
Region IV-A,Cavite,SAMDO PHILIPPINES CORPORATION,Transportation,Warehousing and Support Activities for Transportation,121.4691774,14.1406629,"14.1406629,121.4691774"
Region IV-A,Laguna,SEMTECH INTERNATIONAL AG,Transportation,Warehousing and Support Activities for Transportation,121.4691774,14.1406629,"14.1406629,121.4691774"
Region IV-A,Laguna,SSISTORAGE SOLUTIONS INC.,Transportation,Warehousing and Support Activities for Transportation,121.4691774,14.1406629,"14.1406629,121.4691774"
Region IV-A,Cavite,VIEWSOURCE PHILS. CORP.,Transportation,Warehousing and Support Activities for Transportation,121.4691774,14.1406629,"14.1406629,121.4691774"
Region IV-A,Rizal,FAMAGI LOGISTICS INC.,Transportation,Warehousing and Support Activities for Transportation,121.4691774,14.1406629,"14.1406629,121.4691774"
Region IV-A,Laguna,SAN MIGUEL FOODS INC. - GREAT FOOD SOLUTIONS INC.,Transportation,Warehousing and Support Activities for Transportation,121.4691774,14.1406629,"14.1406629,121.4691774"
Region IV-A,Cavite,"TECHNOFREEZE, INC.",Transportation,Warehousing and Support Activities for Transportation,121.4691774,14.1406629,"14.1406629,121.4691774"
Region IV-A,Laguna,"KUBOTA KASUI WATER OPERATION, INC.",Utilities,"Water Collection, Treatment and Supply",121.4691774,14.1406629,"14.1406629,121.4691774"
Region IV-A,Rizal,CTIC ENTERPRISES,Retail,"Wholesale Trade, Except of Motor Vehicles and Motorcycles",121.4691774,14.1406629,"14.1406629,121.4691774"
Region IV-A,Cavite,"DKSH PHILIPPINES, INC.",Retail,"Wholesale Trade, Except of Motor Vehicles and Motorcycles",121.4691774,14.1406629,"14.1406629,121.4691774"
Region IV-A,Laguna,CERAFICA FURNITURE,Retail,"Retail Trade, Except of Motor Vehicles and Motorcycles",121.4691774,14.1406629,"14.1406629,121.4691774"
Region IV-A,Cavite,"AQUATICO BEACH RESORT AND HOTEL, INC.",Food Establishments,Accommodation,121.4373596,13.6632203,"13.6632203,121.4373596"
Region IV-A,Cavite,DTI- LAGUNA,Professional/Private Services,Activities of Head Offices; Management Consultancy Activities,121.3437214,14.20042,"14.20042,121.3437214"
Region IV-A,Laguna,VENANCIO HOUSE OF WOOD AND BAMBOO,Retail,"Retail Trade, Except of Motor Vehicles and Motorcycles",121.3084088,14.6037446,"14.6037446,121.3084088"
Region IV-A,Rizal,ARNICHEM CORPORATION,Retail,"Wholesale Trade, Except of Motor Vehicles and Motorcycles",121.256194,14.160148,"14.160148,121.256194"
Region IV-A,Batangas,WAWAJVCO INC,Utilities,"Water Collection, Treatment and Supply",121.251533,14.6989618,"14.6989618,121.251533"
Region IV-A,Quezon,WAWAJVCO INC,Utilities,"Water Collection, Treatment and Supply",121.251533,14.6989618,"14.6989618,121.251533"
Region IV-A,Laguna,GELENE BAMBOO CRAFT,Retail,"Retail Trade, Except of Motor Vehicles and Motorcycles",121.1917198,14.4627867,"14.4627867,121.1917198"
Region IV-A,Laguna,LIMA LOGISTICS CORPORATION,Transportation,Warehousing and Support Activities for Transportation,121.1800382,14.0160993,"14.0160993,121.1800382"
Region IV-A,Laguna,SUNBO LOGISTICS PHILIPPINES INC.,Transportation,Warehousing and Support Activities for Transportation,121.1798399,14.0236315,"14.0236315,121.1798399"
Region IV-A,Laguna,"TAISEI ELECTRONICS (PHILIPPINES), INC..",Transportation,Warehousing and Support Activities for Transportation,121.1792649,14.0231928,"14.0231928,121.1792649"
Region IV-A,Laguna,DTI-RIZAL,Professional/Private Services,Activities of Head Offices; Management Consultancy Activities,121.177767,14.592653,"14.592653,121.177767"
Region IV-A,Laguna,"EASTBAY RESORTS, INC.",Food Establishments,Accommodation,121.173577,14.4989071,"14.4989071,121.173577"
Region IV-A,Cavite,OB KOGYO (PHILIPPINES) INC..,Transportation,Warehousing and Support Activities for Transportation,121.1729939,13.9973573,"13.9973573,121.1729939"
Region IV-A,Cavite,KOYO MANUFACTURING (PHILIPPINES) CORPORATION,Transportation,Warehousing and Support Activities for Transportation,121.1724201,14.0134944,"14.0134944,121.1724201"
Region IV-A,Laguna,EPE (PHILIPPINES) CORP.,Retail,"Wholesale Trade, Except of Motor Vehicles and Motorcycles",121.1722748,14.0105479,"14.0105479,121.1722748"
Region IV-A,Laguna,"DJK FACTORY SOLUTIONS (PHILIPPINES) INC.  (APPROVED AS DAIICHI JITSUGYO (PHILIPPINES), INC.)",Transportation,Warehousing and Support Activities for Transportation,121.1710449,14.2233055,"14.2233055,121.1710449"
Region IV-A,Laguna,"MIFFI LOGISTICS, CO. INC.",Transportation,Warehousing and Support Activities for Transportation,121.1708131,13.9956972,"13.9956972,121.1708131"
Region IV-A,Laguna,LIMA WATER CORPORATION,Utilities,"Water Collection, Treatment and Supply",121.1705463,14.0129559,"14.0129559,121.1705463"
Region IV-A,Cavite,"FRANKE FOODSERVICE SYSTEMS PHILIPPINES, INC.",Transportation,Warehousing and Support Activities for Transportation,121.1704627,14.0210772,"14.0210772,121.1704627"
Region IV-A,Batangas,"NEP LOGISTICS, INC.",Transportation,Warehousing and Support Activities for Transportation,121.1695022,14.0255985,"14.0255985,121.1695022"
Region IV-A,Laguna,"NEP LOGISTICS, INC.",Transportation,Warehousing and Support Activities for Transportation,121.1695022,14.0255985,"14.0255985,121.1695022"
Region IV-A,Laguna,ROSE & RIZZA BAMBOO FURNITURE & NATIVE PRODUCTS,Retail,"Retail Trade, Except of Motor Vehicles and Motorcycles",121.1665391,13.97372996,"13.9737299630304,121.166539108802"
Region IV-A,Batangas,LIMA ENERZONE CORPORATION,Utilities,"Water Collection, Treatment and Supply",121.1654883,14.0079282,"14.0079282,121.1654883"
Region IV-A,Laguna,"EASTBAY RESORTS, INC.",Food Establishments,Accommodation,121.1651018,14.511472,"14.511472,121.1651018"
Region IV-A,Laguna,"DHL SUPPLY CHAIN MANAGEMENT PHILS., INC.",Transportation,Warehousing and Support Activities for Transportation,121.1621034,14.2099743,"14.2099743,121.1621034"
Region IV-A,Cavite,DTI-BATANGAS - LIPA CITY,Professional/Private Services,Activities of Head Offices; Management Consultancy Activities,121.157697,13.9413364,"13.9413364,121.157697"
Region IV-A,Laguna,"XYLEM WATER SYSTEMS INTERNATIONAL, INC. (PHILIPPINE BRANCH)",Transportation,Warehousing and Support Activities for Transportation,121.1548453,14.1859613,"14.1859613,121.1548453"
Region IV-A,Batangas,"SUMITRONICS PHILS., INC.",Transportation,Warehousing and Support Activities for Transportation,121.1540072,14.1893466,"14.1893466,121.1540072"
Region IV-A,Quezon,EMORI PHILIPPINES INC.,Transportation,Warehousing and Support Activities for Transportation,121.1522123,14.1414035,"14.1414035,121.1522123"
Region IV-A,Batangas,LINOCRAFT PRINTERS PHILIPPINES INC.,Retail,"Wholesale Trade, Except of Motor Vehicles and Motorcycles",121.1508784,14.140112,"14.140112,121.1508784"
Region IV-A,Laguna,V & F ICE PLANT AND COLD STORAGE INC. - BATANGAS,Transportation,Warehousing and Support Activities for Transportation,121.1489912,14.09927692,"14.0992769211683,121.148991213492"
Region IV-A,Batangas,DTI- 4A,Professional/Private Services,Activities of Head Offices; Management Consultancy Activities,121.1461776,14.1973409,"14.1973409,121.1461776"
Region IV-A,Laguna,"YOUNG SHIN STARLINK PHILS., INC. - WAREHOUSING DIVISION",Transportation,Warehousing and Support Activities for Transportation,121.1439423,14.1295091,"14.1295091,121.1439423"
Region IV-A,Quezon,"FOODSPHERE, INC.",Transportation,Warehousing and Support Activities for Transportation,121.1427072,14.0366894,"14.0366894,121.1427072"
